timestamp,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,bid_size_1,bid_size_2,bid_size_3,bid_size_4,bid_size_5,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,ask_size_1,ask_size_2,ask_size_3,ask_size_4,ask_size_5
2024-07-01 14:15:00+00:00,213.13,213.13,213.13,213.13,213.13,65.0,65.0,65.0,65.0,65.0,212.78,212.78,212.78,212.78,212.78,63.0,79.0,54.0,43.0,79.0
2024-07-01 14:16:00+00:00,213.6,213.59,213.59,213.59,213.59,100.0,100.0,100.0,200.0,100.0,213.05,213.05,213.05,213.05,213.05,110.0,210.0,110.0,100.0,100.0
2024-07-01 14:17:00+00:00,213.85,213.85,213.85,213.85,213.85,10.0,100.0,10.0,10.0,110.0,213.6,213.6,213.6,213.6,213.6,119.0,129.0,129.0,119.0,119.0
2024-07-01 14:18:00+00:00,214.09,214.09,214.08,214.08,214.08,90.0,70.0,60.0,64.0,285.0,213.82,213.82,213.82,213.82,213.82,133.0,133.0,112.0,80.0,80.0
2024-07-01 14:19:00+00:00,214.42,214.42,214.42,214.42,214.42,100.0,100.0,100.0,220.0,100.0,213.94,213.95,213.95,213.95,213.95,10.0,13.0,13.0,13.0,35.0
2024-07-01 14:20:00+00:00,214.78,214.78,214.78,214.78,214.78,313.0,75.0,17.0,17.0,198.0,214.41,214.41,214.41,214.41,214.41,45.0,45.0,200.0,120.0,31.0
2024-07-01 14:21:00+00:00,214.86,214.85,214.85,214.85,214.85,130.0,100.0,100.0,100.0,200.0,214.59,214.59,214.6,214.6,214.6,10.0,10.0,200.0,200.0,200.0
2024-07-01 14:22:00+00:00,215.18,215.18,215.18,215.18,215.18,40.0,40.0,140.0,238.0,238.0,214.85,214.85,214.85,214.85,214.85,100.0,100.0,100.0,100.0,100.0
2024-07-01 14:23:00+00:00,215.49,215.48,215.48,215.48,215.48,200.0,105.0,505.0,505.0,505.0,215.05,215.05,215.05,215.05,215.05,200.0,810.0,835.0,245.0,20.0
2024-07-01 14:24:00+00:00,215.38,215.38,215.38,215.38,215.37,120.0,120.0,220.0,100.0,40.0,215.06,215.06,215.06,215.06,215.06,100.0,100.0,200.0,10.0,100.0
2024-07-01 14:25:00+00:00,215.32,215.32,215.32,215.32,215.31,200.0,100.0,100.0,200.0,100.0,215.11,215.11,215.11,215.11,215.11,40.0,140.0,500.0,500.0,20.0
2024-07-01 14:26:00+00:00,215.19,215.19,215.19,215.15,215.15,100.0,100.0,100.0,148.0,128.0,214.88,214.88,214.88,214.88,214.88,100.0,16.0,120.0,136.0,16.0
2024-07-01 14:27:00+00:00,215.19,215.19,215.19,215.19,215.19,286.0,257.0,186.0,86.0,86.0,214.9,214.9,214.9,214.9,214.9,100.0,100.0,100.0,100.0,120.0
2024-07-01 14:28:00+00:00,215.59,215.59,215.59,215.59,215.59,330.0,330.0,330.0,330.0,330.0,215.19,215.19,215.19,215.19,215.19,25.0,255.0,155.0,130.0,25.0
2024-07-01 14:29:00+00:00,215.53,215.53,215.53,215.53,215.53,1.0,108.0,107.0,370.0,163.0,215.19,215.19,215.19,215.19,215.19,100.0,100.0,100.0,100.0,100.0
2024-07-01 14:30:00+00:00,215.33,215.33,215.33,215.33,215.33,220.0,300.0,300.0,120.0,100.0,214.95,214.95,214.95,214.95,214.95,220.0,300.0,220.0,220.0,200.0
2024-07-01 14:31:00+00:00,215.07,215.07,215.07,215.07,215.07,140.0,20.0,100.0,120.0,100.0,214.82,214.82,214.82,214.82,214.82,194.0,100.0,394.0,294.0,94.0
2024-07-01 14:32:00+00:00,215.17,215.17,215.17,215.16,215.16,160.0,160.0,130.0,120.0,220.0,214.91,214.91,214.91,214.91,214.91,200.0,204.0,224.0,100.0,100.0
2024-07-01 14:33:00+00:00,215.05,215.05,215.05,215.05,215.05,200.0,200.0,200.0,100.0,200.0,214.83,214.83,214.83,214.83,214.83,110.0,10.0,110.0,210.0,210.0
2024-07-01 14:34:00+00:00,215.0,215.0,215.0,215.0,215.0,100.0,20.0,100.0,20.0,20.0,214.79,214.79,214.79,214.79,214.79,305.0,305.0,205.0,105.0,105.0
2024-07-01 14:35:00+00:00,214.93,214.93,214.93,214.92,214.92,100.0,200.0,100.0,100.0,200.0,214.69,214.69,214.69,214.69,214.69,120.0,100.0,100.0,100.0,20.0
2024-07-01 14:36:00+00:00,214.92,214.92,214.92,214.92,214.91,200.0,200.0,200.0,100.0,272.0,214.78,214.78,214.78,214.79,214.79,100.0,100.0,100.0,205.0,405.0
2024-07-01 14:37:00+00:00,214.8,214.8,214.8,214.8,214.8,351.0,351.0,331.0,231.0,302.0,214.46,214.46,214.46,214.47,214.47,50.0,100.0,50.0,169.0,100.0
2024-07-01 14:38:00+00:00,214.51,214.51,214.51,214.51,214.51,155.0,350.0,100.0,120.0,225.0,214.22,214.22,214.22,214.22,214.22,100.0,20.0,20.0,20.0,120.0
2024-07-01 14:39:00+00:00,214.43,214.43,214.43,214.43,214.43,150.0,20.0,50.0,120.0,30.0,214.23,214.23,214.23,214.23,214.23,179.0,279.0,79.0,400.0,500.0
2024-07-01 14:40:00+00:00,214.33,214.33,214.33,214.33,214.33,400.0,150.0,100.0,150.0,50.0,214.14,214.15,214.15,214.15,214.15,100.0,200.0,100.0,100.0,300.0
2024-07-01 14:41:00+00:00,214.34,214.34,214.34,214.34,214.34,120.0,120.0,120.0,100.0,100.0,214.1,214.1,214.1,214.1,214.1,115.0,215.0,195.0,195.0,95.0
2024-07-01 14:42:00+00:00,214.39,214.39,214.39,214.39,214.39,20.0,20.0,25.0,20.0,25.0,214.1,214.1,214.1,214.1,214.1,100.0,200.0,100.0,200.0,100.0
2024-07-01 14:43:00+00:00,214.51,214.51,214.51,214.51,214.51,100.0,20.0,200.0,200.0,200.0,214.19,214.19,214.19,214.19,214.19,145.0,145.0,430.0,330.0,100.0
2024-07-01 14:44:00+00:00,214.57,214.57,214.57,214.57,214.57,100.0,100.0,100.0,225.0,125.0,214.17,214.17,214.17,214.17,214.17,200.0,300.0,400.0,300.0,100.0
2024-07-01 14:45:00+00:00,214.58,214.58,214.58,214.58,214.57,100.0,300.0,200.0,100.0,5.0,214.37,214.37,214.37,214.37,214.37,100.0,100.0,10.0,100.0,100.0
2024-07-01 14:46:00+00:00,214.7,214.7,214.7,214.7,214.7,100.0,100.0,100.0,100.0,320.0,214.41,214.41,214.41,214.41,214.41,310.0,410.0,100.0,100.0,200.0
2024-07-01 14:47:00+00:00,214.84,214.84,214.84,214.84,214.84,20.0,220.0,300.0,340.0,65.0,214.52,214.52,214.52,214.52,214.52,200.0,600.0,600.0,600.0,500.0
2024-07-01 14:48:00+00:00,215.1,215.1,215.1,215.1,215.1,340.0,348.0,120.0,200.0,155.0,214.84,214.84,214.84,214.85,214.85,206.0,206.0,106.0,134.0,100.0
2024-07-01 14:49:00+00:00,215.08,215.07,215.07,215.07,215.07,4.0,400.0,100.0,200.0,400.0,214.91,214.91,214.91,214.91,214.91,100.0,200.0,100.0,100.0,100.0
2024-07-01 14:50:00+00:00,215.37,215.36,215.36,215.36,215.36,120.0,20.0,316.0,416.0,416.0,214.96,214.96,214.96,214.96,214.96,20.0,100.0,100.0,30.0,30.0
2024-07-01 14:51:00+00:00,215.33,215.33,215.33,215.33,215.33,100.0,20.0,20.0,100.0,220.0,215.14,215.14,215.14,215.14,215.14,100.0,30.0,10.0,10.0,30.0
2024-07-01 14:52:00+00:00,215.25,215.24,215.24,215.24,215.24,110.0,40.0,60.0,20.0,40.0,215.0,215.0,215.0,215.0,215.0,200.0,200.0,200.0,200.0,100.0
2024-07-01 14:53:00+00:00,215.06,215.06,215.06,215.06,215.06,100.0,75.0,55.0,175.0,30.0,214.57,214.57,214.57,214.57,214.57,400.0,400.0,100.0,420.0,420.0
2024-07-01 14:54:00+00:00,214.89,214.89,214.88,214.88,214.88,120.0,20.0,20.0,10.0,20.0,214.67,214.67,214.67,214.68,214.68,100.0,100.0,100.0,300.0,300.0
2024-07-01 14:55:00+00:00,214.99,214.99,214.99,214.99,214.99,200.0,210.0,100.0,200.0,300.0,214.7,214.7,214.7,214.7,214.7,100.0,120.0,200.0,200.0,300.0
2024-07-01 14:56:00+00:00,215.18,215.18,215.18,215.18,215.18,1.0,1.0,20.0,1.0,101.0,214.97,214.97,214.97,214.97,214.97,220.0,320.0,20.0,220.0,234.0
2024-07-01 14:57:00+00:00,215.13,215.13,215.13,215.12,215.12,20.0,220.0,120.0,20.0,140.0,214.93,214.93,214.94,214.94,214.94,100.0,100.0,220.0,200.0,20.0
2024-07-01 14:58:00+00:00,215.27,215.27,215.26,215.26,215.26,100.0,100.0,100.0,100.0,100.0,215.13,215.13,215.13,215.13,215.13,324.0,324.0,234.0,224.0,324.0
2024-07-01 14:59:00+00:00,215.36,215.36,215.36,215.36,215.36,36.0,109.0,109.0,1.0,136.0,215.14,215.14,215.14,215.14,215.14,113.0,33.0,133.0,20.0,133.0
2024-07-01 15:00:00+00:00,215.42,215.42,215.42,215.42,215.42,120.0,120.0,20.0,20.0,345.0,215.23,215.24,215.24,215.24,215.24,20.0,220.0,220.0,230.0,56.0
2024-07-01 15:01:00+00:00,215.39,215.39,215.39,215.39,215.39,90.0,90.0,127.0,227.0,247.0,214.98,214.98,214.98,214.98,214.98,10.0,10.0,10.0,10.0,100.0
2024-07-01 15:02:00+00:00,215.22,215.22,215.22,215.22,215.22,25.0,35.0,35.0,10.0,100.0,214.99,214.99,214.99,214.99,214.99,100.0,200.0,120.0,120.0,200.0
2024-07-01 15:03:00+00:00,215.27,215.27,215.27,215.27,215.27,200.0,100.0,125.0,100.0,120.0,214.99,214.99,214.99,214.99,214.99,200.0,200.0,100.0,100.0,20.0
2024-07-01 15:04:00+00:00,215.55,215.55,215.55,215.55,215.55,100.0,20.0,120.0,200.0,200.0,215.2,215.2,215.2,215.2,215.2,220.0,320.0,20.0,120.0,430.0
2024-07-01 15:05:00+00:00,215.24,215.24,215.24,215.24,215.24,100.0,25.0,35.0,35.0,100.0,214.9,214.9,214.9,214.9,214.9,345.0,564.0,664.0,564.0,664.0
2024-07-01 15:06:00+00:00,214.91,214.91,214.91,214.91,214.9,100.0,100.0,230.0,100.0,425.0,214.48,214.48,214.48,214.48,214.48,200.0,100.0,100.0,130.0,300.0
2024-07-01 15:07:00+00:00,214.76,214.76,214.76,214.76,214.76,433.0,403.0,303.0,278.0,388.0,214.54,214.54,214.54,214.54,214.54,50.0,50.0,50.0,50.0,50.0
2024-07-01 15:08:00+00:00,215.06,215.06,215.06,215.06,215.06,100.0,240.0,120.0,140.0,120.0,214.73,214.73,214.73,214.73,214.73,216.0,216.0,200.0,100.0,16.0
2024-07-01 15:09:00+00:00,214.92,214.92,214.92,214.92,214.92,110.0,10.0,215.0,110.0,100.0,214.62,214.62,214.63,214.63,214.63,110.0,10.0,1401.0,1448.0,1808.0
2024-07-01 15:10:00+00:00,214.95,214.95,214.95,214.94,214.94,20.0,120.0,120.0,100.0,240.0,214.7,214.7,214.71,214.71,214.71,110.0,10.0,200.0,200.0,200.0
2024-07-01 15:11:00+00:00,215.16,215.16,215.16,215.16,215.16,430.0,20.0,310.0,10.0,110.0,214.85,214.85,214.85,214.85,214.85,118.0,118.0,118.0,118.0,118.0
2024-07-01 15:12:00+00:00,215.12,215.12,215.12,215.12,215.11,100.0,200.0,200.0,100.0,100.0,214.96,214.96,214.96,214.97,214.97,110.0,110.0,10.0,100.0,100.0
2024-07-01 15:13:00+00:00,215.19,215.19,215.19,215.19,215.19,220.0,320.0,220.0,320.0,300.0,215.02,215.02,215.02,215.02,215.02,100.0,100.0,30.0,20.0,20.0
2024-07-01 15:14:00+00:00,215.4,215.4,215.4,215.39,215.39,30.0,25.0,25.0,998.0,195.0,215.17,215.17,215.18,215.18,215.18,20.0,20.0,100.0,120.0,20.0
2024-07-01 15:15:00+00:00,215.36,215.36,215.36,215.36,215.36,100.0,200.0,100.0,200.0,200.0,215.2,215.2,215.2,215.2,215.2,54.0,54.0,10.0,54.0,100.0
2024-07-01 15:16:00+00:00,215.33,215.33,215.33,215.33,215.33,120.0,100.0,100.0,100.0,220.0,215.25,215.25,215.25,215.25,215.26,50.0,50.0,5.0,5.0,438.0
2024-07-01 15:17:00+00:00,215.27,215.27,215.27,215.27,215.27,100.0,200.0,10.0,10.0,10.0,215.12,215.12,215.12,215.12,215.12,11.0,1.0,1.0,110.0,1.0
2024-07-01 15:18:00+00:00,215.16,215.16,215.16,215.16,215.16,193.0,110.0,100.0,220.0,220.0,215.01,215.01,215.01,215.01,215.02,100.0,200.0,200.0,100.0,400.0
2024-07-01 15:19:00+00:00,215.12,215.12,215.12,215.12,215.12,100.0,120.0,145.0,330.0,530.0,214.97,214.97,214.97,214.98,214.98,100.0,100.0,200.0,30.0,255.0
2024-07-01 15:20:00+00:00,215.08,215.08,215.08,215.08,215.08,25.0,245.0,145.0,120.0,100.0,214.81,214.81,214.81,214.81,214.81,230.0,260.0,121.0,121.0,100.0
2024-07-01 15:21:00+00:00,214.81,214.81,214.81,214.81,214.81,226.0,226.0,201.0,226.0,125.0,214.67,214.67,214.68,214.68,214.68,30.0,30.0,200.0,100.0,230.0
2024-07-01 15:22:00+00:00,214.77,214.77,214.77,214.77,214.77,230.0,430.0,230.0,330.0,330.0,214.51,214.51,214.51,214.51,214.51,100.0,120.0,100.0,100.0,20.0
2024-07-01 15:23:00+00:00,214.5,214.5,214.5,214.5,214.5,40.0,30.0,226.0,215.0,213.0,214.35,214.35,214.35,214.35,214.35,6.0,6.0,110.0,100.0,110.0
2024-07-01 15:24:00+00:00,214.72,214.72,214.71,214.71,214.71,200.0,100.0,120.0,125.0,100.0,214.48,214.48,214.48,214.48,214.48,149.0,49.0,69.0,49.0,25.0
2024-07-01 15:25:00+00:00,214.97,214.97,214.97,214.96,214.96,100.0,100.0,100.0,100.0,200.0,214.71,214.71,214.71,214.71,214.71,103.0,103.0,3.0,3.0,103.0
2024-07-01 15:26:00+00:00,214.99,214.99,214.99,214.99,214.99,135.0,245.0,345.0,155.0,155.0,214.78,214.78,214.79,214.79,214.79,20.0,120.0,201.0,201.0,201.0
2024-07-01 15:27:00+00:00,215.0,215.0,215.0,215.0,215.0,155.0,200.0,245.0,145.0,155.0,214.81,214.81,214.81,214.81,214.81,135.0,55.0,55.0,30.0,35.0
2024-07-01 15:28:00+00:00,214.91,214.91,214.91,214.91,214.91,300.0,7.0,7.0,20.0,300.0,214.79,214.79,214.79,214.79,214.79,30.0,30.0,60.0,60.0,40.0
2024-07-01 15:29:00+00:00,215.07,215.07,215.07,215.07,215.07,135.0,10.0,10.0,30.0,10.0,214.89,214.89,214.89,214.89,214.89,232.0,232.0,202.0,202.0,102.0
2024-07-01 15:30:00+00:00,215.0,215.0,215.0,215.0,215.0,173.0,300.0,300.0,300.0,300.0,214.75,214.75,214.75,214.75,214.75,130.0,130.0,330.0,330.0,230.0
2024-07-01 15:31:00+00:00,214.9,214.9,214.9,214.9,214.9,10.0,250.0,440.0,300.0,30.0,214.75,214.75,214.75,214.75,214.75,304.0,204.0,204.0,177.0,20.0
2024-07-01 15:32:00+00:00,214.91,214.91,214.91,214.91,214.91,32.0,32.0,100.0,100.0,120.0,214.75,214.75,214.75,214.75,214.75,485.0,485.0,330.0,230.0,40.0
2024-07-01 15:33:00+00:00,214.97,214.97,214.97,214.97,214.97,6.0,6.0,740.0,65.0,65.0,214.83,214.83,214.83,214.83,214.83,200.0,100.0,120.0,100.0,200.0
2024-07-01 15:34:00+00:00,215.16,215.16,215.16,215.16,215.16,330.0,200.0,187.0,100.0,187.0,214.98,214.98,214.98,214.98,214.98,281.0,213.0,112.0,112.0,112.0
2024-07-01 15:35:00+00:00,215.19,215.19,215.19,215.19,215.19,10.0,110.0,10.0,10.0,10.0,215.07,215.07,215.07,215.07,215.07,60.0,20.0,40.0,60.0,40.0
2024-07-01 15:36:00+00:00,215.13,215.13,215.13,215.13,215.13,200.0,135.0,200.0,100.0,225.0,214.97,214.97,214.97,214.97,214.97,20.0,10.0,30.0,10.0,10.0
2024-07-01 15:37:00+00:00,214.97,214.97,214.97,214.97,214.97,200.0,200.0,200.0,200.0,200.0,214.82,214.82,214.82,214.82,214.82,200.0,200.0,100.0,100.0,200.0
2024-07-01 15:38:00+00:00,215.0,215.0,215.0,214.99,214.99,20.0,120.0,200.0,55.0,255.0,214.79,214.79,214.79,214.79,214.79,100.0,200.0,200.0,100.0,100.0
2024-07-01 15:39:00+00:00,214.92,214.92,214.92,214.92,214.92,100.0,140.0,100.0,120.0,240.0,214.7,214.7,214.7,214.7,214.7,460.0,460.0,460.0,461.0,131.0
2024-07-01 15:40:00+00:00,215.26,215.26,215.25,215.25,215.25,120.0,20.0,145.0,121.0,101.0,214.9,214.9,214.9,214.9,214.9,200.0,100.0,1.0,120.0,200.0
2024-07-01 15:41:00+00:00,215.34,215.34,215.34,215.34,215.34,220.0,100.0,200.0,300.0,200.0,215.16,215.16,215.16,215.16,215.16,20.0,20.0,20.0,26.0,46.0
2024-07-01 15:42:00+00:00,215.34,215.34,215.34,215.34,215.34,320.0,100.0,145.0,125.0,75.0,215.03,215.03,215.03,215.03,215.03,101.0,100.0,101.0,95.0,1.0
2024-07-01 15:43:00+00:00,215.27,215.27,215.27,215.27,215.27,200.0,200.0,190.0,100.0,188.0,215.06,215.06,215.06,215.06,215.06,100.0,200.0,100.0,100.0,100.0
2024-07-01 15:44:00+00:00,215.23,215.23,215.23,215.23,215.23,58.0,57.0,58.0,58.0,58.0,214.99,214.99,214.99,215.0,215.0,100.0,100.0,100.0,101.0,112.0
2024-07-01 15:45:00+00:00,215.18,215.18,215.18,215.17,215.17,20.0,120.0,100.0,200.0,245.0,215.02,215.02,215.02,215.02,215.02,107.0,107.0,132.0,125.0,110.0
2024-07-01 15:46:00+00:00,215.21,215.21,215.21,215.21,215.21,100.0,320.0,120.0,200.0,20.0,215.08,215.08,215.08,215.08,215.08,220.0,260.0,230.0,245.0,245.0
2024-07-01 15:47:00+00:00,215.23,215.23,215.23,215.23,215.23,120.0,99.0,100.0,130.0,120.0,215.1,215.1,215.1,215.1,215.1,110.0,221.0,221.0,221.0,221.0
2024-07-01 15:48:00+00:00,215.26,215.26,215.26,215.26,215.26,100.0,145.0,45.0,40.0,20.0,215.09,215.09,215.09,215.09,215.09,215.0,100.0,325.0,225.0,425.0
2024-07-01 15:49:00+00:00,215.26,215.26,215.26,215.26,215.26,100.0,120.0,200.0,100.0,220.0,215.03,215.03,215.03,215.03,215.03,100.0,220.0,320.0,100.0,200.0
2024-07-01 15:50:00+00:00,215.14,215.13,215.13,215.13,215.13,20.0,173.0,73.0,273.0,73.0,214.99,214.99,214.99,214.99,214.99,100.0,100.0,100.0,100.0,100.0
